unidade;ano;mes;porte;quantidade
HJK;2024,0;10,0;PORTE III;24,0
HJK;2024,0;10,0;PORTE IV;12,0
HJK;2024,0;10,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2024,0;11,0;PORTE I;251,0
HJK;2024,0;11,0;PORTE II;76,0
HJK;2024,0;11,0;PORTE III;22,0
HJK;2024,0;11,0;PORTE IV;8,0
HJK;2024,0;11,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2024,0;12,0;PORTE I;173,0
HJK;2024,0;12,0;PORTE II;50,0
HJK;2024,0;12,0;PORTE III;9,0
HJK;2024,0;12,0;PORTE IV;4,0
HJK;2024,0;12,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2025,0;1,0;PORTE I;216,0
HJK;2025,0;1,0;PORTE II;46,0
HJK;2025,0;1,0;PORTE III;11,0
HJK;2025,0;1,0;PORTE IV;3,0
HJK;2025,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2025,0;2,0;PORTE I;195,0
HJK;2025,0;2,0;PORTE II;72,0
HJK;2025,0;2,0;PORTE III;14,0
HJK;2025,0;2,0;PORTE IV;2,0
HJK;2025,0;2,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2025,0;3,0;PORTE I;199,0
HJK;2025,0;3,0;PORTE II;268,0
HJK;2025,0;3,0;PORTE III;16,0
HJK;2025,0;3,0;PORTE IV;9,0
HJK;2025,0;3,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2025,0;4,0;PORTE I;249,0
HJK;2025,0;4,0;PORTE II;58,0
HJK;2025,0;4,0;PORTE III;24,0
HJK;2025,0;4,0;PORTE IV;8,0
HJK;2025,0;4,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2025,0;5,0;PORTE I;185,0
HJK;2025,0;5,0;PORTE II;76,0
HJK;2025,0;5,0;PORTE III;18,0
HJK;2025,0;5,0;PORTE IV;9,0
HJK;2025,0;5,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2025,0;6,0;PORTE I;191,0
HJK;2025,0;6,0;PORTE II;66,0
HJK;2025,0;6,0;PORTE III;23,0
HJK;2025,0;6,0;PORTE IV;14,0
HJK;2025,0;6,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2025,0;7,0;PORTE I;219,0
HJK;2025,0;7,0;PORTE II;64,0
HJK;2025,0;7,0;PORTE III;15,0
HJK;2025,0;7,0;PORTE IV;8,0
HJK;2025,0;7,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2025,0;8,0;PORTE I;228,0
HJK;2025,0;8,0;PORTE II;70,0
HJK;2025,0;8,0;PORTE III;18,0
HJK;2025,0;8,0;PORTE IV;7,0
HJK;2025,0;8,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2025,0;9,0;PORTE I;233,0
HJK;2025,0;9,0;PORTE II;67,0
HJK;2025,0;9,0;PORTE III;30,0
HJK;2025,0;9,0;PORTE IV;4,0
HJK;2025,0;9,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2025,0;10,0;PORTE I;237,0
HJK;2025,0;10,0;PORTE II;74,0
HJK;2025,0;10,0;PORTE III;32,0
HJK;2025,0;10,0;PORTE IV;10,0
HJK;2025,0;10,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2025,0;11,0;PORTE I;223,0
HJK;2025,0;11,0;PORTE II;75,0
HJK;2025,0;11,0;PORTE III;21,0
HJK;2025,0;11,0;PORTE IV;4,0
HJK;2025,0;11,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2025,0;12,0;PORTE I;227,0
HJK;2025,0;12,0;PORTE II;83,0
HJK;2025,0;12,0;PORTE III;10,0
HJK;2025,0;12,0;PORTE IV;8,0
HJK;2025,0;12,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2026,0;1,0;PORTE I;250,0
HJK;2026,0;1,0;PORTE II;106,0
HJK;2026,0;1,0;PORTE III;21,0
HJK;2026,0;1,0;PORTE IV;10,0
HJK;2026,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HJK;2026,0;2,0;PORTE I;240,0
HJK;2026,0;2,0;PORTE II;97,0
HJK;2026,0;2,0;PORTE III;18,0
HJK;2026,0;2,0;PORTE IV;12,0
HJK;2026,0;2,0;PORTE SEM INFORMAÇÃO;1,0
HJXXIII;2019,0;1,0;PORTE I;291,0
HJXXIII;2019,0;1,0;PORTE II;213,0
HJXXIII;2019,0;1,0;PORTE III;65,0
HJXXIII;2019,0;1,0;PORTE IV;25,0
HJXXIII;2019,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2019,0;2,0;PORTE I;310,0
HJXXIII;2019,0;2,0;PORTE II;189,0
HJXXIII;2019,0;2,0;PORTE III;31,0
HJXXIII;2019,0;2,0;PORTE IV;13,0
HJXXIII;2019,0;2,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2019,0;3,0;PORTE I;244,0
HJXXIII;2019,0;3,0;PORTE II;257,0
HJXXIII;2019,0;3,0;PORTE III;57,0
HJXXIII;2019,0;3,0;PORTE IV;33,0
HJXXIII;2019,0;3,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2019,0;4,0;PORTE I;314,0
HJXXIII;2019,0;4,0;PORTE II;220,0
HJXXIII;2019,0;4,0;PORTE III;64,0
HJXXIII;2019,0;4,0;PORTE IV;25,0
HJXXIII;2019,0;4,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2019,0;5,0;PORTE I;319,0
HJXXIII;2019,0;5,0;PORTE II;250,0
HJXXIII;2019,0;5,0;PORTE III;56,0
HJXXIII;2019,0;5,0;PORTE IV;19,0
HJXXIII;2019,0;5,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2019,0;6,0;PORTE I;299,0
HJXXIII;2019,0;6,0;PORTE II;224,0
HJXXIII;2019,0;6,0;PORTE III;54,0
HJXXIII;2019,0;6,0;PORTE IV;23,0
HJXXIII;2019,0;6,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2019,0;7,0;PORTE I;281,0
HJXXIII;2019,0;7,0;PORTE II;262,0
HJXXIII;2019,0;7,0;PORTE III;68,0
HJXXIII;2019,0;7,0;PORTE IV;22,0
HJXXIII;2019,0;7,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2019,0;8,0;PORTE I;295,0
HJXXIII;2019,0;8,0;PORTE II;249,0
HJXXIII;2019,0;8,0;PORTE III;62,0
HJXXIII;2019,0;8,0;PORTE IV;54,0
HJXXIII;2019,0;8,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2019,0;9,0;PORTE I;291,0
HJXXIII;2019,0;9,0;PORTE II;253,0
HJXXIII;2019,0;9,0;PORTE III;67,0
HJXXIII;2019,0;9,0;PORTE IV;37,0
HJXXIII;2019,0;9,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2019,0;10,0;PORTE I;347,0
HJXXIII;2019,0;10,0;PORTE II;274,0
HJXXIII;2019,0;10,0;PORTE III;43,0
HJXXIII;2019,0;10,0;PORTE IV;17,0
HJXXIII;2019,0;10,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2019,0;11,0;PORTE I;409,0
HJXXIII;2019,0;11,0;PORTE II;215,0
HJXXIII;2019,0;11,0;PORTE III;37,0
HJXXIII;2019,0;11,0;PORTE IV;22,0
HJXXIII;2019,0;11,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2019,0;12,0;PORTE I;430,0
HJXXIII;2019,0;12,0;PORTE II;241,0
HJXXIII;2019,0;12,0;PORTE III;33,0
HJXXIII;2019,0;12,0;PORTE IV;26,0
HJXXIII;2019,0;12,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2020,0;1,0;PORTE I;437,0
HJXXIII;2020,0;1,0;PORTE II;171,0
HJXXIII;2020,0;1,0;PORTE III;17,0
HJXXIII;2020,0;1,0;PORTE IV;4,0
HJXXIII;2020,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2020,0;2,0;PORTE I;413,0
HJXXIII;2020,0;2,0;PORTE II;133,0
HJXXIII;2020,0;2,0;PORTE III;14,0
HJXXIII;2020,0;2,0;PORTE IV;4,0
HJXXIII;2020,0;2,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2020,0;3,0;PORTE I;388,0
HJXXIII;2020,0;3,0;PORTE II;164,0
HJXXIII;2020,0;3,0;PORTE III;16,0
HJXXIII;2020,0;3,0;PORTE IV;1,0
HJXXIII;2020,0;3,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2020,0;4,0;PORTE I;365,0
HJXXIII;2020,0;4,0;PORTE II;137,0
HJXXIII;2020,0;4,0;PORTE III;10,0
HJXXIII;2020,0;4,0;PORTE IV;1,0
HJXXIII;2020,0;4,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2020,0;5,0;PORTE I;438,0
HJXXIII;2020,0;5,0;PORTE II;160,0
HJXXIII;2020,0;5,0;PORTE III;15,0
HJXXIII;2020,0;5,0;PORTE IV;3,0
HJXXIII;2020,0;5,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2020,0;6,0;PORTE I;465,0
HJXXIII;2020,0;6,0;PORTE II;188,0
HJXXIII;2020,0;6,0;PORTE III;23,0
HJXXIII;2020,0;6,0;PORTE IV;5,0
HJXXIII;2020,0;6,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2020,0;7,0;PORTE I;426,0
HJXXIII;2020,0;7,0;PORTE II;186,0
HJXXIII;2020,0;7,0;PORTE III;22,0
HJXXIII;2020,0;7,0;PORTE IV;6,0
HJXXIII;2020,0;7,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2020,0;8,0;PORTE I;429,0
HJXXIII;2020,0;8,0;PORTE II;180,0
HJXXIII;2020,0;8,0;PORTE III;31,0
HJXXIII;2020,0;8,0;PORTE IV;4,0
HJXXIII;2020,0;8,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2020,0;9,0;PORTE I;36,0
HJXXIII;2020,0;9,0;PORTE II;31,0
HJXXIII;2020,0;9,0;PORTE III;6,0
HJXXIII;2020,0;9,0;PORTE IV;2,0
HJXXIII;2020,0;9,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2020,0;10,0;PORTE I;757,0
HJXXIII;2020,0;10,0;PORTE II;291,0
HJXXIII;2020,0;10,0;PORTE III;35,0
HJXXIII;2020,0;10,0;PORTE IV;7,0
HJXXIII;2020,0;10,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2020,0;11,0;PORTE I;0,0
HJXXIII;2020,0;11,0;PORTE II;0,0
HJXXIII;2020,0;11,0;PORTE III;0,0
HJXXIII;2020,0;11,0;PORTE IV;0,0
HJXXIII;2020,0;11,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2020,0;12,0;PORTE I;455,0
HJXXIII;2020,0;12,0;PORTE II;158,0
HJXXIII;2020,0;12,0;PORTE III;35,0
HJXXIII;2020,0;12,0;PORTE IV;4,0
HJXXIII;2020,0;12,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2021,0;1,0;PORTE I;479,0
HJXXIII;2021,0;1,0;PORTE II;152,0
HJXXIII;2021,0;1,0;PORTE III;18,0
HJXXIII;2021,0;1,0;PORTE IV;9,0
HJXXIII;2021,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2021,0;2,0;PORTE I;420,0
HJXXIII;2021,0;2,0;PORTE II;126,0
HJXXIII;2021,0;2,0;PORTE III;20,0
HJXXIII;2021,0;2,0;PORTE IV;4,0
HJXXIII;2021,0;2,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2021,0;3,0;PORTE I;448,0
HJXXIII;2021,0;3,0;PORTE II;165,0
HJXXIII;2021,0;3,0;PORTE III;29,0
HJXXIII;2021,0;3,0;PORTE IV;11,0
HJXXIII;2021,0;3,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2021,0;4,0;PORTE I;454,0
HJXXIII;2021,0;4,0;PORTE II;182,0
HJXXIII;2021,0;4,0;PORTE III;37,0
HJXXIII;2021,0;4,0;PORTE IV;4,0
HJXXIII;2021,0;4,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2021,0;5,0;PORTE I;501,0
HJXXIII;2021,0;5,0;PORTE II;173,0
HJXXIII;2021,0;5,0;PORTE III;28,0
HJXXIII;2021,0;5,0;PORTE IV;3,0
HJXXIII;2021,0;5,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2021,0;6,0;PORTE I;466,0
HJXXIII;2021,0;6,0;PORTE II;170,0
HJXXIII;2021,0;6,0;PORTE III;24,0
HJXXIII;2021,0;6,0;PORTE IV;14,0
HJXXIII;2021,0;6,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2021,0;7,0;PORTE I;486,0
HJXXIII;2021,0;7,0;PORTE II;177,0
HJXXIII;2021,0;7,0;PORTE III;25,0
HJXXIII;2021,0;7,0;PORTE IV;7,0
HJXXIII;2021,0;7,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2021,0;8,0;PORTE I;489,0
HJXXIII;2021,0;8,0;PORTE II;172,0
HJXXIII;2021,0;8,0;PORTE III;21,0
HJXXIII;2021,0;8,0;PORTE IV;5,0
HJXXIII;2021,0;8,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2021,0;9,0;PORTE I;490,0
HJXXIII;2021,0;9,0;PORTE II;183,0
HJXXIII;2021,0;9,0;PORTE III;29,0
HJXXIII;2021,0;9,0;PORTE IV;10,0
HJXXIII;2021,0;9,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2021,0;10,0;PORTE I;468,0
HJXXIII;2021,0;10,0;PORTE II;155,0
HJXXIII;2021,0;10,0;PORTE III;22,0
HJXXIII;2021,0;10,0;PORTE IV;11,0
HJXXIII;2021,0;10,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2021,0;11,0;PORTE I;437,0
HJXXIII;2021,0;11,0;PORTE II;146,0
HJXXIII;2021,0;11,0;PORTE III;29,0
HJXXIII;2021,0;11,0;PORTE IV;2,0
HJXXIII;2021,0;11,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2021,0;12,0;PORTE I;473,0
HJXXIII;2021,0;12,0;PORTE II;156,0
HJXXIII;2021,0;12,0;PORTE III;29,0
HJXXIII;2021,0;12,0;PORTE IV;6,0
HJXXIII;2021,0;12,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2022,0;1,0;PORTE I;424,0
HJXXIII;2022,0;1,0;PORTE II;139,0
HJXXIII;2022,0;1,0;PORTE III;23,0
HJXXIII;2022,0;1,0;PORTE IV;4,0
HJXXIII;2022,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2022,0;2,0;PORTE I;361,0
HJXXIII;2022,0;2,0;PORTE II;120,0
HJXXIII;2022,0;2,0;PORTE III;24,0
HJXXIII;2022,0;2,0;PORTE IV;11,0
HJXXIII;2022,0;2,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2022,0;3,0;PORTE I;450,0
HJXXIII;2022,0;3,0;PORTE II;193,0
HJXXIII;2022,0;3,0;PORTE III;37,0
HJXXIII;2022,0;3,0;PORTE IV;11,0
HJXXIII;2022,0;3,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2022,0;4,0;PORTE I;415,0
HJXXIII;2022,0;4,0;PORTE II;133,0
HJXXIII;2022,0;4,0;PORTE III;29,0
HJXXIII;2022,0;4,0;PORTE IV;6,0
HJXXIII;2022,0;4,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2022,0;5,0;PORTE I;397,0
HJXXIII;2022,0;5,0;PORTE II;164,0
HJXXIII;2022,0;5,0;PORTE III;24,0
HJXXIII;2022,0;5,0;PORTE IV;11,0
HJXXIII;2022,0;5,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2022,0;6,0;PORTE I;377,0
HJXXIII;2022,0;6,0;PORTE II;147,0
HJXXIII;2022,0;6,0;PORTE III;20,0
HJXXIII;2022,0;6,0;PORTE IV;9,0
HJXXIII;2022,0;6,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2022,0;7,0;PORTE I;414,0
HJXXIII;2022,0;7,0;PORTE II;181,0
HJXXIII;2022,0;7,0;PORTE III;16,0
HJXXIII;2022,0;7,0;PORTE IV;7,0
HJXXIII;2022,0;7,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2022,0;8,0;PORTE I;437,0
HJXXIII;2022,0;8,0;PORTE II;166,0
HJXXIII;2022,0;8,0;PORTE III;33,0
HJXXIII;2022,0;8,0;PORTE IV;10,0
HJXXIII;2022,0;8,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2022,0;9,0;PORTE I;396,0
HJXXIII;2022,0;9,0;PORTE II;181,0
HJXXIII;2022,0;9,0;PORTE III;22,0
HJXXIII;2022,0;9,0;PORTE IV;6,0
HJXXIII;2022,0;9,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2022,0;10,0;PORTE I;418,0
HJXXIII;2022,0;10,0;PORTE II;145,0
HJXXIII;2022,0;10,0;PORTE III;32,0
HJXXIII;2022,0;10,0;PORTE IV;8,0
HJXXIII;2022,0;10,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2022,0;11,0;PORTE I;371,0
HJXXIII;2022,0;11,0;PORTE II;149,0
HJXXIII;2022,0;11,0;PORTE III;27,0
HJXXIII;2022,0;11,0;PORTE IV;7,0
HJXXIII;2022,0;11,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2022,0;12,0;PORTE I;367,0
HJXXIII;2022,0;12,0;PORTE II;141,0
HJXXIII;2022,0;12,0;PORTE III;86,0
HJXXIII;2022,0;12,0;PORTE IV;7,0
HJXXIII;2022,0;12,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2023,0;1,0;PORTE I;371,0
HJXXIII;2023,0;1,0;PORTE II;139,0
HJXXIII;2023,0;1,0;PORTE III;25,0
HJXXIII;2023,0;1,0;PORTE IV;5,0
HJXXIII;2023,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2023,0;2,0;PORTE I;322,0
HJXXIII;2023,0;2,0;PORTE II;105,0
HJXXIII;2023,0;2,0;PORTE III;16,0
HJXXIII;2023,0;2,0;PORTE IV;8,0
HJXXIII;2023,0;2,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2023,0;3,0;PORTE I;434,0
HJXXIII;2023,0;3,0;PORTE II;147,0
HJXXIII;2023,0;3,0;PORTE III;23,0
HJXXIII;2023,0;3,0;PORTE IV;7,0
HJXXIII;2023,0;3,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2023,0;4,0;PORTE I;388,0
HJXXIII;2023,0;4,0;PORTE II;130,0
HJXXIII;2023,0;4,0;PORTE III;34,0
HJXXIII;2023,0;4,0;PORTE IV;5,0
HJXXIII;2023,0;4,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2023,0;5,0;PORTE I;402,0
HJXXIII;2023,0;5,0;PORTE II;173,0
HJXXIII;2023,0;5,0;PORTE III;39,0
HJXXIII;2023,0;5,0;PORTE IV;6,0
HJXXIII;2023,0;5,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2023,0;6,0;PORTE I;376,0
HJXXIII;2023,0;6,0;PORTE II;126,0
HJXXIII;2023,0;6,0;PORTE III;26,0
HJXXIII;2023,0;6,0;PORTE IV;7,0
HJXXIII;2023,0;6,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2023,0;7,0;PORTE I;433,0
HJXXIII;2023,0;7,0;PORTE II;144,0
HJXXIII;2023,0;7,0;PORTE III;21,0
HJXXIII;2023,0;7,0;PORTE IV;5,0
HJXXIII;2023,0;7,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2023,0;8,0;PORTE I;466,0
HJXXIII;2023,0;8,0;PORTE II;132,0
HJXXIII;2023,0;8,0;PORTE III;16,0
HJXXIII;2023,0;8,0;PORTE IV;8,0
HJXXIII;2023,0;8,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2023,0;9,0;PORTE I;425,0
HJXXIII;2023,0;9,0;PORTE II;165,0
HJXXIII;2023,0;9,0;PORTE III;26,0
HJXXIII;2023,0;9,0;PORTE IV;6,0
HJXXIII;2023,0;9,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2023,0;10,0;PORTE I;424,0
HJXXIII;2023,0;10,0;PORTE II;144,0
HJXXIII;2023,0;10,0;PORTE III;19,0
HJXXIII;2023,0;10,0;PORTE IV;5,0
HJXXIII;2023,0;10,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2023,0;11,0;PORTE I;444,0
HJXXIII;2023,0;11,0;PORTE II;138,0
HJXXIII;2023,0;11,0;PORTE III;26,0
HJXXIII;2023,0;11,0;PORTE IV;4,0
HJXXIII;2023,0;11,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2023,0;12,0;PORTE I;449,0
HJXXIII;2023,0;12,0;PORTE II;155,0
HJXXIII;2023,0;12,0;PORTE III;20,0
HJXXIII;2023,0;12,0;PORTE IV;6,0
HJXXIII;2023,0;12,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2024,0;1,0;PORTE I;360,0
HJXXIII;2024,0;1,0;PORTE II;148,0
HJXXIII;2024,0;1,0;PORTE III;17,0
HJXXIII;2024,0;1,0;PORTE IV;11,0
HJXXIII;2024,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2024,0;2,0;PORTE I;394,0
HJXXIII;2024,0;2,0;PORTE II;129,0
HJXXIII;2024,0;2,0;PORTE III;23,0
HJXXIII;2024,0;2,0;PORTE IV;8,0
HJXXIII;2024,0;2,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2024,0;3,0;PORTE I;427,0
HJXXIII;2024,0;3,0;PORTE II;161,0
HJXXIII;2024,0;3,0;PORTE III;26,0
HJXXIII;2024,0;3,0;PORTE IV;20,0
HJXXIII;2024,0;3,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2024,0;4,0;PORTE I;419,0
HJXXIII;2024,0;4,0;PORTE II;167,0
HJXXIII;2024,0;4,0;PORTE III;20,0
HJXXIII;2024,0;4,0;PORTE IV;14,0
HJXXIII;2024,0;4,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2024,0;5,0;PORTE I;638,0
HJXXIII;2024,0;5,0;PORTE II;246,0
HJXXIII;2024,0;5,0;PORTE III;50,0
HJXXIII;2024,0;5,0;PORTE IV;17,0
HJXXIII;2024,0;5,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2024,0;6,0;PORTE I;581,0
HJXXIII;2024,0;6,0;PORTE II;228,0
HJXXIII;2024,0;6,0;PORTE III;45,0
HJXXIII;2024,0;6,0;PORTE IV;21,0
HJXXIII;2024,0;6,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2024,0;7,0;PORTE I;625,0
HJXXIII;2024,0;7,0;PORTE II;355,0
HJXXIII;2024,0;7,0;PORTE III;44,0
HJXXIII;2024,0;7,0;PORTE IV;29,0
HJXXIII;2024,0;7,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2024,0;8,0;PORTE I;668,0
HJXXIII;2024,0;8,0;PORTE II;226,0
HJXXIII;2024,0;8,0;PORTE III;71,0
HJXXIII;2024,0;8,0;PORTE IV;34,0
HJXXIII;2024,0;8,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2024,0;9,0;PORTE I;580,0
HJXXIII;2024,0;9,0;PORTE II;222,0
HJXXIII;2024,0;9,0;PORTE III;38,0
HJXXIII;2024,0;9,0;PORTE IV;21,0
HJXXIII;2024,0;9,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2024,0;10,0;PORTE I;610,0
HJXXIII;2024,0;10,0;PORTE II;265,0
HJXXIII;2024,0;10,0;PORTE III;40,0
HJXXIII;2024,0;10,0;PORTE IV;8,0
HJXXIII;2024,0;10,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2024,0;11,0;PORTE I;542,0
HJXXIII;2024,0;11,0;PORTE II;203,0
HJXXIII;2024,0;11,0;PORTE III;62,0
HJXXIII;2024,0;11,0;PORTE IV;25,0
HJXXIII;2024,0;11,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2024,0;12,0;PORTE I;677,0
HJXXIII;2024,0;12,0;PORTE II;242,0
HJXXIII;2024,0;12,0;PORTE III;39,0
HJXXIII;2024,0;12,0;PORTE IV;24,0
HJXXIII;2024,0;12,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2025,0;1,0;PORTE I;606,0
HJXXIII;2025,0;1,0;PORTE II;265,0
HJXXIII;2025,0;1,0;PORTE III;39,0
HJXXIII;2025,0;1,0;PORTE IV;14,0
HJXXIII;2025,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2025,0;2,0;PORTE I;610,0
HJXXIII;2025,0;2,0;PORTE II;244,0
HJXXIII;2025,0;2,0;PORTE III;33,0
HJXXIII;2025,0;2,0;PORTE IV;14,0
HJXXIII;2025,0;2,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2025,0;3,0;PORTE I;641,0
HJXXIII;2025,0;3,0;PORTE II;276,0
HJXXIII;2025,0;3,0;PORTE III;67,0
HJXXIII;2025,0;3,0;PORTE IV;21,0
HJXXIII;2025,0;3,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2025,0;4,0;PORTE I;667,0
HJXXIII;2025,0;4,0;PORTE II;264,0
HJXXIII;2025,0;4,0;PORTE III;47,0
HJXXIII;2025,0;4,0;PORTE IV;23,0
HJXXIII;2025,0;4,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2025,0;5,0;PORTE I;624,0
HJXXIII;2025,0;5,0;PORTE II;244,0
HJXXIII;2025,0;5,0;PORTE III;33,0
HJXXIII;2025,0;5,0;PORTE IV;19,0
HJXXIII;2025,0;5,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2025,0;6,0;PORTE I;641,0
HJXXIII;2025,0;6,0;PORTE II;249,0
HJXXIII;2025,0;6,0;PORTE III;31,0
HJXXIII;2025,0;6,0;PORTE IV;14,0
HJXXIII;2025,0;6,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2025,0;7,0;PORTE I;651,0
HJXXIII;2025,0;7,0;PORTE II;284,0
HJXXIII;2025,0;7,0;PORTE III;39,0
HJXXIII;2025,0;7,0;PORTE IV;17,0
HJXXIII;2025,0;7,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2025,0;8,0;PORTE I;681,0
HJXXIII;2025,0;8,0;PORTE II;270,0
HJXXIII;2025,0;8,0;PORTE III;40,0
HJXXIII;2025,0;8,0;PORTE IV;11,0
HJXXIII;2025,0;8,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2025,0;9,0;PORTE I;640,0
HJXXIII;2025,0;9,0;PORTE II;256,0
HJXXIII;2025,0;9,0;PORTE III;29,0
HJXXIII;2025,0;9,0;PORTE IV;20,0
HJXXIII;2025,0;9,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2025,0;10,0;PORTE I;683,0
HJXXIII;2025,0;10,0;PORTE II;255,0
HJXXIII;2025,0;10,0;PORTE III;41,0
HJXXIII;2025,0;10,0;PORTE IV;14,0
HJXXIII;2025,0;10,0;PORTE SEM INFORMAÇÃO;0,0
HJXXIII;2025,0;11,0;PORTE I;594,0
HJXXIII;2025,0;11,0;PORTE II;247,0
HJXXIII;2025,0;11,0;PORTE III;64,0
HJXXIII;2025,0;11,0;PORTE IV;10,0
