unidade;ano;mes;porte;quantidade
HCM;2020,0;12,0;PORTE I;0,0
HCM;2020,0;12,0;PORTE II;0,0
HCM;2020,0;12,0;PORTE III;0,0
HCM;2020,0;12,0;PORTE IV;0,0
HCM;2020,0;12,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2021,0;1,0;PORTE I;0,0
HCM;2021,0;1,0;PORTE II;0,0
HCM;2021,0;1,0;PORTE III;0,0
HCM;2021,0;1,0;PORTE IV;0,0
HCM;2021,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2021,0;2,0;PORTE I;0,0
HCM;2021,0;2,0;PORTE II;0,0
HCM;2021,0;2,0;PORTE III;0,0
HCM;2021,0;2,0;PORTE IV;0,0
HCM;2021,0;2,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2021,0;3,0;PORTE I;0,0
HCM;2021,0;3,0;PORTE II;0,0
HCM;2021,0;3,0;PORTE III;0,0
HCM;2021,0;3,0;PORTE IV;0,0
HCM;2021,0;3,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2021,0;4,0;PORTE I;0,0
HCM;2021,0;4,0;PORTE II;0,0
HCM;2021,0;4,0;PORTE III;0,0
HCM;2021,0;4,0;PORTE IV;0,0
HCM;2021,0;4,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2021,0;5,0;PORTE I;0,0
HCM;2021,0;5,0;PORTE II;0,0
HCM;2021,0;5,0;PORTE III;0,0
HCM;2021,0;5,0;PORTE IV;0,0
HCM;2021,0;5,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2021,0;6,0;PORTE I;0,0
HCM;2021,0;6,0;PORTE II;0,0
HCM;2021,0;6,0;PORTE III;0,0
HCM;2021,0;6,0;PORTE IV;0,0
HCM;2021,0;6,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2021,0;7,0;PORTE I;0,0
HCM;2021,0;7,0;PORTE II;0,0
HCM;2021,0;7,0;PORTE III;0,0
HCM;2021,0;7,0;PORTE IV;0,0
HCM;2021,0;7,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2021,0;8,0;PORTE I;0,0
HCM;2021,0;8,0;PORTE II;0,0
HCM;2021,0;8,0;PORTE III;0,0
HCM;2021,0;8,0;PORTE IV;0,0
HCM;2021,0;8,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2021,0;9,0;PORTE I;0,0
HCM;2021,0;9,0;PORTE II;0,0
HCM;2021,0;9,0;PORTE III;0,0
HCM;2021,0;9,0;PORTE IV;0,0
HCM;2021,0;9,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2021,0;10,0;PORTE I;0,0
HCM;2021,0;10,0;PORTE II;0,0
HCM;2021,0;10,0;PORTE III;0,0
HCM;2021,0;10,0;PORTE IV;0,0
HCM;2021,0;10,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2021,0;11,0;PORTE I;0,0
HCM;2021,0;11,0;PORTE II;0,0
HCM;2021,0;11,0;PORTE III;0,0
HCM;2021,0;11,0;PORTE IV;0,0
HCM;2021,0;11,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2021,0;12,0;PORTE I;0,0
HCM;2021,0;12,0;PORTE II;0,0
HCM;2021,0;12,0;PORTE III;0,0
HCM;2021,0;12,0;PORTE IV;0,0
HCM;2021,0;12,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2022,0;1,0;PORTE I;0,0
HCM;2022,0;1,0;PORTE II;0,0
HCM;2022,0;1,0;PORTE III;0,0
HCM;2022,0;1,0;PORTE IV;0,0
HCM;2022,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2022,0;2,0;PORTE I;0,0
HCM;2022,0;2,0;PORTE II;0,0
HCM;2022,0;2,0;PORTE III;0,0
HCM;2022,0;2,0;PORTE IV;0,0
HCM;2022,0;2,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2022,0;3,0;PORTE I;0,0
HCM;2022,0;3,0;PORTE II;0,0
HCM;2022,0;3,0;PORTE III;0,0
HCM;2022,0;3,0;PORTE IV;0,0
HCM;2022,0;3,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2022,0;4,0;PORTE I;0,0
HCM;2022,0;4,0;PORTE II;0,0
HCM;2022,0;4,0;PORTE III;0,0
HCM;2022,0;4,0;PORTE IV;0,0
HCM;2022,0;4,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2022,0;5,0;PORTE I;0,0
HCM;2022,0;5,0;PORTE II;0,0
HCM;2022,0;5,0;PORTE III;0,0
HCM;2022,0;5,0;PORTE IV;0,0
HCM;2022,0;5,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2022,0;6,0;PORTE I;0,0
HCM;2022,0;6,0;PORTE II;0,0
HCM;2022,0;6,0;PORTE III;0,0
HCM;2022,0;6,0;PORTE IV;0,0
HCM;2022,0;6,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2022,0;7,0;PORTE I;0,0
HCM;2022,0;7,0;PORTE II;0,0
HCM;2022,0;7,0;PORTE III;0,0
HCM;2022,0;7,0;PORTE IV;0,0
HCM;2022,0;7,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2022,0;8,0;PORTE I;0,0
HCM;2022,0;8,0;PORTE II;0,0
HCM;2022,0;8,0;PORTE III;0,0
HCM;2022,0;8,0;PORTE IV;0,0
HCM;2022,0;8,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2022,0;9,0;PORTE I;0,0
HCM;2022,0;9,0;PORTE II;0,0
HCM;2022,0;9,0;PORTE III;0,0
HCM;2022,0;9,0;PORTE IV;0,0
HCM;2022,0;9,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2022,0;10,0;PORTE I;0,0
HCM;2022,0;10,0;PORTE II;0,0
HCM;2022,0;10,0;PORTE III;0,0
HCM;2022,0;10,0;PORTE IV;0,0
HCM;2022,0;10,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2022,0;11,0;PORTE I;0,0
HCM;2022,0;11,0;PORTE II;0,0
HCM;2022,0;11,0;PORTE III;0,0
HCM;2022,0;11,0;PORTE IV;0,0
HCM;2022,0;11,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2022,0;12,0;PORTE I;0,0
HCM;2022,0;12,0;PORTE II;0,0
HCM;2022,0;12,0;PORTE III;0,0
HCM;2022,0;12,0;PORTE IV;0,0
HCM;2022,0;12,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2023,0;1,0;PORTE I;0,0
HCM;2023,0;1,0;PORTE II;0,0
HCM;2023,0;1,0;PORTE III;0,0
HCM;2023,0;1,0;PORTE IV;0,0
HCM;2023,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2023,0;2,0;PORTE I;0,0
HCM;2023,0;2,0;PORTE II;0,0
HCM;2023,0;2,0;PORTE III;0,0
HCM;2023,0;2,0;PORTE IV;0,0
HCM;2023,0;2,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2023,0;3,0;PORTE I;0,0
HCM;2023,0;3,0;PORTE II;0,0
HCM;2023,0;3,0;PORTE III;0,0
HCM;2023,0;3,0;PORTE IV;0,0
HCM;2023,0;3,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2023,0;4,0;PORTE I;0,0
HCM;2023,0;4,0;PORTE II;0,0
HCM;2023,0;4,0;PORTE III;0,0
HCM;2023,0;4,0;PORTE IV;0,0
HCM;2023,0;4,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2023,0;5,0;PORTE I;0,0
HCM;2023,0;5,0;PORTE II;0,0
HCM;2023,0;5,0;PORTE III;0,0
HCM;2023,0;5,0;PORTE IV;0,0
HCM;2023,0;5,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2023,0;6,0;PORTE I;0,0
HCM;2023,0;6,0;PORTE II;0,0
HCM;2023,0;6,0;PORTE III;0,0
HCM;2023,0;6,0;PORTE IV;0,0
HCM;2023,0;6,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2023,0;7,0;PORTE I;0,0
HCM;2023,0;7,0;PORTE II;0,0
HCM;2023,0;7,0;PORTE III;0,0
HCM;2023,0;7,0;PORTE IV;0,0
HCM;2023,0;7,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2023,0;8,0;PORTE I;0,0
HCM;2023,0;8,0;PORTE II;0,0
HCM;2023,0;8,0;PORTE III;0,0
HCM;2023,0;8,0;PORTE IV;0,0
HCM;2023,0;8,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2023,0;9,0;PORTE I;0,0
HCM;2023,0;9,0;PORTE II;0,0
HCM;2023,0;9,0;PORTE III;0,0
HCM;2023,0;9,0;PORTE IV;0,0
HCM;2023,0;9,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2023,0;10,0;PORTE I;0,0
HCM;2023,0;10,0;PORTE II;0,0
HCM;2023,0;10,0;PORTE III;0,0
HCM;2023,0;10,0;PORTE IV;0,0
HCM;2023,0;10,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2023,0;11,0;PORTE I;0,0
HCM;2023,0;11,0;PORTE II;0,0
HCM;2023,0;11,0;PORTE III;0,0
HCM;2023,0;11,0;PORTE IV;0,0
HCM;2023,0;11,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2023,0;12,0;PORTE I;0,0
HCM;2023,0;12,0;PORTE II;0,0
HCM;2023,0;12,0;PORTE III;0,0
HCM;2023,0;12,0;PORTE IV;0,0
HCM;2023,0;12,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2024,0;1,0;PORTE I;0,0
HCM;2024,0;1,0;PORTE II;0,0
HCM;2024,0;1,0;PORTE III;0,0
HCM;2024,0;1,0;PORTE IV;0,0
HCM;2024,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2024,0;2,0;PORTE I;0,0
HCM;2024,0;2,0;PORTE II;0,0
HCM;2024,0;2,0;PORTE III;0,0
HCM;2024,0;2,0;PORTE IV;0,0
HCM;2024,0;2,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2024,0;3,0;PORTE I;0,0
HCM;2024,0;3,0;PORTE II;0,0
HCM;2024,0;3,0;PORTE III;0,0
HCM;2024,0;3,0;PORTE IV;0,0
HCM;2024,0;3,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2024,0;4,0;PORTE I;0,0
HCM;2024,0;4,0;PORTE II;0,0
HCM;2024,0;4,0;PORTE III;0,0
HCM;2024,0;4,0;PORTE IV;0,0
HCM;2024,0;4,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2024,0;5,0;PORTE I;0,0
HCM;2024,0;5,0;PORTE II;0,0
HCM;2024,0;5,0;PORTE III;0,0
HCM;2024,0;5,0;PORTE IV;0,0
HCM;2024,0;5,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2024,0;6,0;PORTE I;0,0
HCM;2024,0;6,0;PORTE II;0,0
HCM;2024,0;6,0;PORTE III;0,0
HCM;2024,0;6,0;PORTE IV;0,0
HCM;2024,0;6,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2024,0;7,0;PORTE I;0,0
HCM;2024,0;7,0;PORTE II;0,0
HCM;2024,0;7,0;PORTE III;0,0
HCM;2024,0;7,0;PORTE IV;0,0
HCM;2024,0;7,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2024,0;8,0;PORTE I;0,0
HCM;2024,0;8,0;PORTE II;0,0
HCM;2024,0;8,0;PORTE III;0,0
HCM;2024,0;8,0;PORTE IV;0,0
HCM;2024,0;8,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2024,0;9,0;PORTE I;0,0
HCM;2024,0;9,0;PORTE II;0,0
HCM;2024,0;9,0;PORTE III;0,0
HCM;2024,0;9,0;PORTE IV;0,0
HCM;2024,0;9,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2024,0;10,0;PORTE I;0,0
HCM;2024,0;10,0;PORTE II;0,0
HCM;2024,0;10,0;PORTE III;0,0
HCM;2024,0;10,0;PORTE IV;0,0
HCM;2024,0;10,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2024,0;11,0;PORTE I;0,0
HCM;2024,0;11,0;PORTE II;0,0
HCM;2024,0;11,0;PORTE III;0,0
HCM;2024,0;11,0;PORTE IV;0,0
HCM;2024,0;11,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2024,0;12,0;PORTE I;0,0
HCM;2024,0;12,0;PORTE II;0,0
HCM;2024,0;12,0;PORTE III;0,0
HCM;2024,0;12,0;PORTE IV;0,0
HCM;2024,0;12,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2025,0;1,0;PORTE I;0,0
HCM;2025,0;1,0;PORTE II;0,0
HCM;2025,0;1,0;PORTE III;0,0
HCM;2025,0;1,0;PORTE IV;0,0
HCM;2025,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2025,0;2,0;PORTE I;0,0
HCM;2025,0;2,0;PORTE II;0,0
HCM;2025,0;2,0;PORTE III;0,0
HCM;2025,0;2,0;PORTE IV;0,0
HCM;2025,0;2,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2025,0;3,0;PORTE I;0,0
HCM;2025,0;3,0;PORTE II;0,0
HCM;2025,0;3,0;PORTE III;0,0
HCM;2025,0;3,0;PORTE IV;0,0
HCM;2025,0;3,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2025,0;4,0;PORTE I;0,0
HCM;2025,0;4,0;PORTE II;0,0
HCM;2025,0;4,0;PORTE III;0,0
HCM;2025,0;4,0;PORTE IV;0,0
HCM;2025,0;4,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2025,0;5,0;PORTE I;0,0
HCM;2025,0;5,0;PORTE II;0,0
HCM;2025,0;5,0;PORTE III;0,0
HCM;2025,0;5,0;PORTE IV;0,0
HCM;2025,0;5,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2025,0;6,0;PORTE I;0,0
HCM;2025,0;6,0;PORTE II;0,0
HCM;2025,0;6,0;PORTE III;0,0
HCM;2025,0;6,0;PORTE IV;0,0
HCM;2025,0;6,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2025,0;7,0;PORTE I;0,0
HCM;2025,0;7,0;PORTE II;0,0
HCM;2025,0;7,0;PORTE III;0,0
HCM;2025,0;7,0;PORTE IV;0,0
HCM;2025,0;7,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2025,0;8,0;PORTE I;0,0
HCM;2025,0;8,0;PORTE II;0,0
HCM;2025,0;8,0;PORTE III;0,0
HCM;2025,0;8,0;PORTE IV;0,0
HCM;2025,0;8,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2025,0;9,0;PORTE I;8,0
HCM;2025,0;9,0;PORTE II;0,0
HCM;2025,0;9,0;PORTE III;0,0
HCM;2025,0;9,0;PORTE IV;0,0
HCM;2025,0;9,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2025,0;10,0;PORTE I;10,0
HCM;2025,0;10,0;PORTE II;0,0
HCM;2025,0;10,0;PORTE III;0,0
HCM;2025,0;10,0;PORTE IV;0,0
HCM;2025,0;10,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2025,0;11,0;PORTE I;6,0
HCM;2025,0;11,0;PORTE II;1,0
HCM;2025,0;11,0;PORTE III;0,0
HCM;2025,0;11,0;PORTE IV;0,0
HCM;2025,0;11,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2025,0;12,0;PORTE I;9,0
HCM;2025,0;12,0;PORTE II;0,0
HCM;2025,0;12,0;PORTE III;0,0
HCM;2025,0;12,0;PORTE IV;0,0
HCM;2025,0;12,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2026,0;1,0;PORTE I;11,0
HCM;2026,0;1,0;PORTE II;1,0
HCM;2026,0;1,0;PORTE III;0,0
HCM;2026,0;1,0;PORTE IV;0,0
HCM;2026,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HCM;2026,0;2,0;PORTE I;40,0
HCM;2026,0;2,0;PORTE II;4,0
HCM;2026,0;2,0;PORTE III;0,0
HCM;2026,0;2,0;PORTE IV;0,0
HCM;2026,0;2,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2019,0;1,0;PORTE I;81,0
HEM;2019,0;1,0;PORTE II;0,0
HEM;2019,0;1,0;PORTE III;0,0
HEM;2019,0;1,0;PORTE IV;0,0
HEM;2019,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2019,0;2,0;PORTE I;70,0
HEM;2019,0;2,0;PORTE II;0,0
HEM;2019,0;2,0;PORTE III;0,0
HEM;2019,0;2,0;PORTE IV;0,0
HEM;2019,0;2,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2019,0;3,0;PORTE I;43,0
HEM;2019,0;3,0;PORTE II;0,0
HEM;2019,0;3,0;PORTE III;0,0
HEM;2019,0;3,0;PORTE IV;0,0
HEM;2019,0;3,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2019,0;4,0;PORTE I;39,0
HEM;2019,0;4,0;PORTE II;0,0
HEM;2019,0;4,0;PORTE III;0,0
HEM;2019,0;4,0;PORTE IV;0,0
HEM;2019,0;4,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2019,0;5,0;PORTE I;94,0
HEM;2019,0;5,0;PORTE II;0,0
HEM;2019,0;5,0;PORTE III;0,0
HEM;2019,0;5,0;PORTE IV;0,0
HEM;2019,0;5,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2019,0;6,0;PORTE I;68,0
HEM;2019,0;6,0;PORTE II;0,0
HEM;2019,0;6,0;PORTE III;0,0
HEM;2019,0;6,0;PORTE IV;0,0
HEM;2019,0;6,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2019,0;7,0;PORTE I;76,0
HEM;2019,0;7,0;PORTE II;0,0
HEM;2019,0;7,0;PORTE III;0,0
HEM;2019,0;7,0;PORTE IV;0,0
HEM;2019,0;7,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2019,0;8,0;PORTE I;82,0
HEM;2019,0;8,0;PORTE II;1,0
HEM;2019,0;8,0;PORTE III;0,0
HEM;2019,0;8,0;PORTE IV;0,0
HEM;2019,0;8,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2019,0;9,0;PORTE I;80,0
HEM;2019,0;9,0;PORTE II;3,0
HEM;2019,0;9,0;PORTE III;1,0
HEM;2019,0;9,0;PORTE IV;0,0
HEM;2019,0;9,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2019,0;10,0;PORTE I;78,0
HEM;2019,0;10,0;PORTE II;4,0
HEM;2019,0;10,0;PORTE III;0,0
HEM;2019,0;10,0;PORTE IV;0,0
HEM;2019,0;10,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2019,0;11,0;PORTE I;67,0
HEM;2019,0;11,0;PORTE II;0,0
HEM;2019,0;11,0;PORTE III;0,0
HEM;2019,0;11,0;PORTE IV;0,0
HEM;2019,0;11,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2019,0;12,0;PORTE I;61,0
HEM;2019,0;12,0;PORTE II;2,0
HEM;2019,0;12,0;PORTE III;0,0
HEM;2019,0;12,0;PORTE IV;0,0
HEM;2019,0;12,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2020,0;1,0;PORTE I;59,0
HEM;2020,0;1,0;PORTE II;1,0
HEM;2020,0;1,0;PORTE III;0,0
HEM;2020,0;1,0;PORTE IV;1,0
HEM;2020,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2020,0;2,0;PORTE I;47,0
HEM;2020,0;2,0;PORTE II;0,0
HEM;2020,0;2,0;PORTE III;0,0
HEM;2020,0;2,0;PORTE IV;0,0
HEM;2020,0;2,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2020,0;3,0;PORTE I;57,0
HEM;2020,0;3,0;PORTE II;2,0
HEM;2020,0;3,0;PORTE III;0,0
HEM;2020,0;3,0;PORTE IV;0,0
HEM;2020,0;3,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2020,0;4,0;PORTE I;0,0
HEM;2020,0;4,0;PORTE II;0,0
HEM;2020,0;4,0;PORTE III;0,0
HEM;2020,0;4,0;PORTE IV;0,0
HEM;2020,0;4,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2020,0;5,0;PORTE I;0,0
HEM;2020,0;5,0;PORTE II;0,0
HEM;2020,0;5,0;PORTE III;0,0
HEM;2020,0;5,0;PORTE IV;0,0
HEM;2020,0;5,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2020,0;6,0;PORTE I;0,0
HEM;2020,0;6,0;PORTE II;0,0
HEM;2020,0;6,0;PORTE III;0,0
HEM;2020,0;6,0;PORTE IV;0,0
HEM;2020,0;6,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2020,0;7,0;PORTE I;0,0
HEM;2020,0;7,0;PORTE II;0,0
HEM;2020,0;7,0;PORTE III;0,0
HEM;2020,0;7,0;PORTE IV;0,0
HEM;2020,0;7,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2020,0;8,0;PORTE I;0,0
HEM;2020,0;8,0;PORTE II;0,0
HEM;2020,0;8,0;PORTE III;0,0
HEM;2020,0;8,0;PORTE IV;0,0
HEM;2020,0;8,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2020,0;9,0;PORTE I;0,0
HEM;2020,0;9,0;PORTE II;0,0
HEM;2020,0;9,0;PORTE III;0,0
HEM;2020,0;9,0;PORTE IV;0,0
HEM;2020,0;9,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2020,0;10,0;PORTE I;17,0
HEM;2020,0;10,0;PORTE II;0,0
HEM;2020,0;10,0;PORTE III;0,0
HEM;2020,0;10,0;PORTE IV;0,0
HEM;2020,0;10,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2020,0;11,0;PORTE I;19,0
HEM;2020,0;11,0;PORTE II;0,0
HEM;2020,0;11,0;PORTE III;0,0
HEM;2020,0;11,0;PORTE IV;0,0
HEM;2020,0;11,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2020,0;12,0;PORTE I;0,0
HEM;2020,0;12,0;PORTE II;0,0
HEM;2020,0;12,0;PORTE III;0,0
HEM;2020,0;12,0;PORTE IV;0,0
HEM;2020,0;12,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2021,0;1,0;PORTE I;0,0
HEM;2021,0;1,0;PORTE II;0,0
HEM;2021,0;1,0;PORTE III;0,0
HEM;2021,0;1,0;PORTE IV;0,0
HEM;2021,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2021,0;2,0;PORTE I;0,0
HEM;2021,0;2,0;PORTE II;0,0
HEM;2021,0;2,0;PORTE III;0,0
HEM;2021,0;2,0;PORTE IV;0,0
HEM;2021,0;2,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2021,0;3,0;PORTE I;0,0
HEM;2021,0;3,0;PORTE II;0,0
HEM;2021,0;3,0;PORTE III;0,0
HEM;2021,0;3,0;PORTE IV;0,0
HEM;2021,0;3,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2021,0;4,0;PORTE I;0,0
HEM;2021,0;4,0;PORTE II;0,0
HEM;2021,0;4,0;PORTE III;0,0
HEM;2021,0;4,0;PORTE IV;0,0
HEM;2021,0;4,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2021,0;5,0;PORTE I;0,0
HEM;2021,0;5,0;PORTE II;0,0
HEM;2021,0;5,0;PORTE III;0,0
HEM;2021,0;5,0;PORTE IV;0,0
HEM;2021,0;5,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2021,0;6,0;PORTE I;0,0
HEM;2021,0;6,0;PORTE II;0,0
HEM;2021,0;6,0;PORTE III;0,0
HEM;2021,0;6,0;PORTE IV;0,0
HEM;2021,0;6,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2021,0;7,0;PORTE I;0,0
HEM;2021,0;7,0;PORTE II;0,0
HEM;2021,0;7,0;PORTE III;0,0
HEM;2021,0;7,0;PORTE IV;0,0
HEM;2021,0;7,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2021,0;8,0;PORTE I;25,0
HEM;2021,0;8,0;PORTE II;0,0
HEM;2021,0;8,0;PORTE III;0,0
HEM;2021,0;8,0;PORTE IV;0,0
HEM;2021,0;8,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2021,0;9,0;PORTE I;18,0
HEM;2021,0;9,0;PORTE II;0,0
HEM;2021,0;9,0;PORTE III;0,0
HEM;2021,0;9,0;PORTE IV;0,0
HEM;2021,0;9,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2021,0;10,0;PORTE I;21,0
HEM;2021,0;10,0;PORTE II;0,0
HEM;2021,0;10,0;PORTE III;0,0
HEM;2021,0;10,0;PORTE IV;0,0
HEM;2021,0;10,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2021,0;11,0;PORTE I;24,0
HEM;2021,0;11,0;PORTE II;0,0
HEM;2021,0;11,0;PORTE III;0,0
HEM;2021,0;11,0;PORTE IV;0,0
HEM;2021,0;11,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2021,0;12,0;PORTE I;31,0
HEM;2021,0;12,0;PORTE II;0,0
HEM;2021,0;12,0;PORTE III;0,0
HEM;2021,0;12,0;PORTE IV;0,0
HEM;2021,0;12,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2022,0;1,0;PORTE I;30,0
HEM;2022,0;1,0;PORTE II;0,0
HEM;2022,0;1,0;PORTE III;0,0
HEM;2022,0;1,0;PORTE IV;0,0
HEM;2022,0;1,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2022,0;2,0;PORTE I;31,0
HEM;2022,0;2,0;PORTE II;0,0
HEM;2022,0;2,0;PORTE III;0,0
HEM;2022,0;2,0;PORTE IV;0,0
HEM;2022,0;2,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2022,0;3,0;PORTE I;67,0
HEM;2022,0;3,0;PORTE II;0,0
HEM;2022,0;3,0;PORTE III;0,0
HEM;2022,0;3,0;PORTE IV;0,0
HEM;2022,0;3,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2022,0;4,0;PORTE I;47,0
HEM;2022,0;4,0;PORTE II;0,0
HEM;2022,0;4,0;PORTE III;0,0
HEM;2022,0;4,0;PORTE IV;0,0
HEM;2022,0;4,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2022,0;5,0;PORTE I;0,0
HEM;2022,0;5,0;PORTE II;0,0
HEM;2022,0;5,0;PORTE III;0,0
HEM;2022,0;5,0;PORTE IV;0,0
HEM;2022,0;5,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2022,0;6,0;PORTE I;66,0
HEM;2022,0;6,0;PORTE II;0,0
HEM;2022,0;6,0;PORTE III;0,0
HEM;2022,0;6,0;PORTE IV;0,0
HEM;2022,0;6,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2022,0;7,0;PORTE I;37,0
HEM;2022,0;7,0;PORTE II;0,0
HEM;2022,0;7,0;PORTE III;0,0
HEM;2022,0;7,0;PORTE IV;0,0
HEM;2022,0;7,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2022,0;8,0;PORTE I;52,0
HEM;2022,0;8,0;PORTE II;0,0
HEM;2022,0;8,0;PORTE III;0,0
HEM;2022,0;8,0;PORTE IV;0,0
HEM;2022,0;8,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2022,0;9,0;PORTE I;52,0
HEM;2022,0;9,0;PORTE II;0,0
HEM;2022,0;9,0;PORTE III;0,0
HEM;2022,0;9,0;PORTE IV;0,0
HEM;2022,0;9,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2022,0;10,0;PORTE I;27,0
HEM;2022,0;10,0;PORTE II;0,0
HEM;2022,0;10,0;PORTE III;0,0
HEM;2022,0;10,0;PORTE IV;0,0
HEM;2022,0;10,0;PORTE SEM INFORMAÇÃO;0,0
HEM;2022,0;11,0;PORTE I;46,0
